Rate your Algorithms skill out of 100,Rate your Programming Concepts out of 100,Rate your Computer Networks out of 100,Rate your Electronics Subjects out of 100,Rate your Mathematics out of 100,Rate your Communication skills out of 100,Hours working per day,No. of Participted hackathons, Rating coding skills out of 10,self-learning capability?,certifications,workshops,Interested subjects,Job/Higher Studies?,Type of company want to settle in?,interested in games,Management or Technical,worked in teams ever?,Career
89,80,86,94,65,77,8,6,3,yes,full stack,web technologies,hacking,higherstudies,Web Services,no,Technical,yes,Software Engineer
60,82,79,74,64,84,4,1,9,yes,information security,hacking,data engineering,job,Finance,no,Technical,no,Software Engineer
62,69,74,85,74,90,5,4,6,no,app development,database security,networks,job,SAaS services,no,Technical,no,Solutions Architect
87,88,67,87,62,87,12,5,3,no,distro making,testing,IOT,job,Finance,no,Management,no,Systems Analyst
69,94,67,81,60,70,7,2,5,no,python,web technologies,data engineering,job,Finance,yes,Technical,yes,Database Administrator
63,80,82,81,81,71,8,4,1,yes,distro making,data science,hacking,job,Finance,yes,Technical,no,Network Security Engineer
60,80,65,84,87,69,5,4,8,no,shell programming,cloud computing,Software Engineering,job,SAaS services,no,Management,yes,Solutions Architect
67,92,93,88,71,69,7,2,9,no,app development,database security,networks,job,product development,no,Technical,yes,Network Security Engineer
78,66,84,72,70,84,11,0,6,yes,app development,hacking,IOT,job,SAaS services,no,Technical,yes,Software Engineer
74,89,61,76,60,67,6,3,1,yes,python,testing,cloud computing,higherstudies,Sales and Marketing,no,Management,no,Database Administrator
60,90,77,82,91,83,9,5,2,no,full stack,hacking,cloud computing,job,Cloud Services,no,Management,no,Systems Analyst
71,81,79,77,76,69,5,6,9,no,hadoop,database security,Computer Architecture,job,product development,yes,Technical,yes,Software Engineer
64,60,60,62,74,67,6,1,8,no,distro making,testing,Management,job,Cloud Services,yes,Technical,no,Information Security Analyst
68,67,91,69,65,71,10,4,9,no,python,cloud computing,cloud computing,job,SAaS services,no,Management,no,Information Security Analyst
60,90,71,69,70,69,7,5,1,no,information security,web technologies,Computer Architecture,higherstudies,product development,no,Management,yes,Information Security Analyst
74,60,92,92,63,77,7,0,4,yes,python,hacking,parallel computing,higherstudies,BPA,no,Technical,no,Solutions Architect
71,74,76,67,86,84,4,3,7,yes,python,game development,parallel computing,higherstudies,Testing and Maintainance Services,no,Management,yes,Database Developer
71,92,77,93,70,84,11,1,2,yes,machine learning,game development,IOT,higherstudies,Sales and Marketing,no,Technical,yes,Database Developer
65,88,87,64,86,79,4,0,8,no,distro making,database security,Computer Architecture,higherstudies,product development,no,Technical,no,Software Engineer
73,89,74,70,76,74,9,0,2,yes,distro making,web technologies,cloud computing,job,Finance,no,Technical,yes,Design & UX
93,85,80,89,86,94,7,2,6,no,distro making,system designing,cloud computing,job,product development,yes,Technical,no,Software Engineer
65,79,66,73,73,66,12,2,9,yes,distro making,web technologies,data engineering,higherstudies,Product based,no,Technical,no,Systems Analyst
91,88,82,77,78,73,4,5,9,yes,shell programming,database security,parallel computing,job,Testing and Maintainance Services,no,Management,yes,Database Developer
92,79,69,72,62,64,7,5,9,no,app development,game development,Software Engineering,higherstudies,SAaS services,yes,Technical,no,Solutions Architect
61,91,75,85,81,87,6,3,8,yes,machine learning,hacking,networks,higherstudies,Service Based,yes,Management,no,Network Security Engineer
87,62,76,94,61,79,12,1,7,yes,hadoop,system designing,Management,higherstudies,Finance,yes,Technical,no,Solutions Architect
91,72,92,85,81,69,5,6,7,no,information security,web technologies,programming,higherstudies,Product based,no,Management,yes,Network Security Engineer
91,71,75,81,87,68,10,5,3,yes,machine learning,web technologies,IOT,job,Testing and Maintainance Services,yes,Management,no,Design & UX
72,83,62,90,67,75,9,1,8,yes,r programming,system designing,Software Engineering,higherstudies,product development,no,Management,no,E-Commerce Analyst
66,77,69,71,61,73,8,6,6,yes,python,data science,data engineering,higherstudies,Sales and Marketing,no,Technical,yes,Database Developer
90,92,73,84,85,76,6,2,5,no,app development,game development,cloud computing,job,Finance,yes,Management,no,Network Security Engineer
74,82,83,62,77,64,9,2,8,yes,information security,system designing,Software Engineering,job,Testing and Maintainance Services,yes,Management,no,Information Security Analyst
79,78,66,94,83,62,9,2,1,no,app development,web technologies,programming,higherstudies,Cloud Services,yes,Technical,no,Software Engineer
92,82,79,60,88,74,8,2,1,no,app development,database security,hacking,job,Finance,no,Management,yes,Database Administrator
67,76,81,61,67,67,12,1,9,yes,machine learning,system designing,cloud computing,job,Cloud Services,no,Technical,no,Software Engineer
65,71,76,76,75,76,8,4,2,yes,full stack,testing,parallel computing,job,Service Based,yes,Management,no,Database Developer
84,73,94,67,82,79,5,2,3,yes,python,cloud computing,hacking,higherstudies,BPA,yes,Management,yes,Database Administrator
64,72,85,94,94,79,12,5,6,no,information security,system designing,Software Engineering,higherstudies,Sales and Marketing,no,Technical,yes,E-Commerce Analyst
71,83,73,61,80,73,6,1,9,yes,machine learning,cloud computing,Computer Architecture,job,Product based,no,Management,yes,Database Developer
88,74,79,73,63,86,6,6,3,no,shell programming,game development,networks,job,Testing and Maintainance Services,yes,Management,yes,Solutions Architect
89,65,85,74,67,68,4,0,3,no,hadoop,cloud computing,hacking,job,SAaS services,no,Technical,yes,Database Developer
65,84,82,91,75,89,4,0,2,no,information security,data science,parallel computing,job,BPA,no,Management,yes,Database Developer
86,65,69,74,89,89,5,0,2,yes,r programming,database security,Software Engineering,job,Product based,yes,Management,no,Database Developer
72,72,61,86,77,72,6,3,3,no,machine learning,game development,Software Engineering,higherstudies,SAaS services,no,Technical,no,Network Security Engineer
81,61,79,63,88,83,8,6,6,yes,full stack,web technologies,parallel computing,higherstudies,Cloud Services,no,Technical,yes,Database Administrator
89,91,84,78,77,62,7,5,9,no,hadoop,data science,cloud computing,higherstudies,BPA,yes,Management,yes,Network Security Engineer
81,63,66,82,89,72,9,5,6,yes,python,data science,programming,job,Service Based,no,Technical,yes,Systems Analyst
66,85,74,93,92,93,5,5,5,yes,machine learning,database security,Management,higherstudies,Testing and Maintainance Services,no,Technical,no,Systems Analyst
92,80,86,73,73,68,9,1,2,yes,distro making,system designing,Software Engineering,higherstudies,Web Services,no,Technical,yes,Network Security Engineer
75,79,75,74,84,69,4,6,8,yes,python,web technologies,networks,higherstudies,BPA,no,Technical,no,Solutions Architect
75,67,89,80,92,88,9,3,9,no,distro making,cloud computing,networks,job,Web Services,no,Technical,no,Database Developer
74,92,67,85,60,91,11,2,4,no,information security,testing,data engineering,higherstudies,product development,no,Management,no,Software Engineer
68,82,61,91,76,70,8,3,2,no,python,database security,hacking,job,Service Based,yes,Management,no,Systems Analyst
67,68,80,68,94,60,9,3,4,yes,shell programming,cloud computing,networks,higherstudies,product development,yes,Management,yes,Database Developer
82,83,70,72,93,83,6,4,3,yes,hadoop,data science,networks,job,Sales and Marketing,yes,Technical,no,Database Developer
74,83,71,85,83,82,7,4,4,yes,shell programming,web technologies,parallel computing,job,Cloud Services,no,Management,no,Design & UX
66,89,72,70,61,76,12,1,5,yes,r programming,system designing,Computer Architecture,job,Service Based,yes,Management,yes,Systems Analyst
80,70,88,75,93,73,12,2,9,no,r programming,database security,Software Engineering,job,Product based,yes,Technical,yes,Solutions Architect
61,63,63,82,68,63,11,1,1,no,r programming,database security,hacking,job,Service Based,no,Technical,no,Information Security Analyst
90,66,87,90,88,75,8,6,7,no,distro making,cloud computing,cloud computing,higherstudies,product development,yes,Technical,yes,Database Developer
86,62,60,79,69,85,12,2,8,no,machine learning,game development,Management,job,BPA,yes,Management,yes,E-Commerce Analyst
86,73,94,80,61,61,7,4,4,yes,machine learning,system designing,hacking,higherstudies,product development,yes,Management,yes,Database Developer
78,92,89,66,73,69,7,0,2,yes,full stack,system designing,data engineering,higherstudies,Sales and Marketing,yes,Management,no,Information Security Analyst
67,77,70,85,79,65,10,4,1,no,r programming,cloud computing,data engineering,higherstudies,SAaS services,yes,Management,no,Database Developer
78,75,69,71,75,62,9,4,4,no,shell programming,testing,hacking,job,Finance,no,Management,yes,Information Security Analyst
84,90,83,94,76,89,9,4,2,yes,app development,data science,cloud computing,job,Finance,no,Technical,no,Network Security Engineer
80,84,66,92,67,64,9,5,1,no,r programming,data science,networks,higherstudies,Product based,yes,Management,no,Database Developer
61,79,66,74,68,69,11,3,7,no,full stack,system designing,data engineering,job,Testing and Maintainance Services,no,Management,no,Solutions Architect
61,93,76,79,76,78,5,3,5,no,machine learning,web technologies,hacking,higherstudies,product development,no,Management,no,Systems Analyst
88,69,81,71,66,62,4,1,3,no,information security,web technologies,cloud computing,higherstudies,BPA,yes,Management,no,Systems Analyst
75,88,75,80,76,90,7,4,6,yes,r programming,database security,networks,job,Service Based,no,Management,no,Database Developer
67,85,79,92,65,77,5,4,4,yes,full stack,web technologies,Software Engineering,higherstudies,Sales and Marketing,no,Technical,no,Systems Analyst
68,80,85,93,65,71,9,6,4,no,machine learning,web technologies,hacking,job,BPA,yes,Technical,yes,Database Developer
88,61,74,84,63,89,5,6,8,yes,information security,hacking,cloud computing,job,Cloud Services,no,Management,yes,Database Developer
60,87,75,90,60,71,9,2,7,no,app development,hacking,Computer Architecture,job,Web Services,yes,Technical,no,Software Engineer
81,80,82,85,65,81,12,0,1,no,full stack,cloud computing,networks,higherstudies,BPA,no,Technical,yes,Database Developer
93,61,74,81,71,85,12,6,9,no,hadoop,cloud computing,Computer Architecture,higherstudies,Web Services,yes,Technical,no,Database Developer
94,73,64,89,93,65,7,4,9,no,machine learning,database security,programming,job,Cloud Services,no,Technical,no,Software Engineer
84,78,93,80,74,71,6,6,2,yes,shell programming,game development,programming,job,Finance,yes,Technical,yes,Solutions Architect
79,88,62,70,91,63,8,0,1,no,shell programming,game development,IOT,higherstudies,Testing and Maintainance Services,yes,Management,yes,Software Engineer
89,74,69,83,89,67,11,2,7,no,information security,game development,hacking,higherstudies,BPA,no,Technical,yes,Systems Analyst
63,74,69,67,76,79,4,3,2,yes,python,game development,hacking,higherstudies,Testing and Maintainance Services,no,Technical,no,Software Engineer
60,77,70,92,67,80,6,4,2,no,app development,web technologies,networks,job,Sales and Marketing,yes,Management,yes,Software Engineer
91,61,85,75,94,93,6,1,7,no,python,system designing,programming,job,Testing and Maintainance Services,yes,Management,no,Software Engineer
67,89,83,70,88,89,10,5,8,yes,full stack,system designing,Software Engineering,job,Web Services,no,Technical,no,Database Developer
88,77,86,90,75,70,8,1,8,yes,python,system designing,networks,higherstudies,Testing and Maintainance Services,yes,Management,no,Database Administrator
62,71,83,82,86,69,11,2,3,yes,full stack,testing,hacking,job,SAaS services,no,Technical,yes,E-Commerce Analyst
78,67,78,81,84,93,9,1,6,no,distro making,hacking,parallel computing,job,Cloud Services,yes,Technical,yes,Network Security Engineer
76,70,70,60,91,76,7,0,5,yes,distro making,database security,cloud computing,higherstudies,Product based,yes,Management,no,Systems Analyst
84,61,79,86,66,62,5,5,5,yes,machine learning,hacking,hacking,higherstudies,Service Based,no,Management,no,Systems Analyst
83,83,80,69,64,70,7,3,5,yes,r programming,hacking,cloud computing,job,Web Services,no,Technical,no,Systems Analyst
78,71,68,86,81,87,7,6,1,no,shell programming,web technologies,programming,higherstudies,Product based,yes,Management,no,E-Commerce Analyst
76,88,64,84,61,77,8,1,8,yes,distro making,system designing,parallel computing,higherstudies,Service Based,no,Management,yes,Design & UX
93,88,91,77,75,79,5,6,8,yes,python,cloud computing,parallel computing,job,SAaS services,no,Technical,yes,Database Developer
86,62,93,65,62,92,6,5,3,yes,machine learning,game development,programming,higherstudies,Web Services,yes,Technical,no,Solutions Architect
87,93,64,71,83,69,8,3,5,no,shell programming,web technologies,Software Engineering,job,Testing and Maintainance Services,no,Management,yes,E-Commerce Analyst
78,87,62,93,90,85,10,5,8,yes,hadoop,cloud computing,programming,job,BPA,yes,Technical,yes,Solutions Architect
60,61,76,93,62,69,7,5,9,no,python,cloud computing,data engineering,job,Testing and Maintainance Services,no,Management,no,Systems Analyst
87,64,60,75,92,61,8,0,6,no,machine learning,hacking,parallel computing,job,BPA,yes,Technical,no,Software Engineer
76,61,71,69,67,80,11,1,1,yes,full stack,game development,programming,higherstudies,SAaS services,no,Technical,yes,Software Engineer
79,74,74,76,63,60,10,0,7,no,shell programming,system designing,parallel computing,higherstudies,Sales and Marketing,yes,Technical,no,Systems Analyst
82,91,66,65,76,90,8,5,3,yes,r programming,hacking,Management,higherstudies,Cloud Services,yes,Management,no,Database Developer
89,86,81,71,61,85,12,0,8,no,r programming,web technologies,parallel computing,higherstudies,Product based,yes,Management,no,Information Security Analyst
77,76,86,90,93,78,4,4,3,yes,information security,hacking,programming,job,Sales and Marketing,no,Technical,no,Software Engineer
80,64,89,65,64,67,12,5,5,yes,hadoop,game development,data engineering,higherstudies,Web Services,yes,Technical,no,Database Developer
85,84,93,86,65,63,9,0,6,no,distro making,game development,data engineering,job,product development,no,Technical,yes,Solutions Architect
